Seniority,Power,Cylinder_capacity,Value_vehicle,N_doors,Type_fuel,Weight
7,258,2987,67774.99,5,2,2175
1,90,1761,13255.38,4,1,1155
7,105,1910,18054.39,5,2,1405
4,82,1199,15649.99,5,1,1120
2,110,1598,18620.0,5,1,1175
1,75,2370,19154.26,4,2,1630
8,75,999,15250.01,5,1,1055
12,125,1395,25642.42,5,1,1180
9,105,1896,19889.0,5,2,1290
2,115,1560,29450.0,4,2,1517
1,105,1461,24350.0,5,2,1490
2,105,1896,22830.0,5,2,1361
3,105,1598,23800.0,5,2,1385
4,127,2800,27773.48,2,2,1795
4,82,1870,23330.0,5,2,1677
1,130,1870,22420.0,5,2,1270
9,115,1753,23010.0,5,2,1437
2,80,1461,20710.0,5,2,1340
1,120,1598,18900.0,5,1,1212
2,110,1870,20780.0,5,2,1380
2,140,2204,21100.0,5,2,1391
4,75,1390,13326.0,5,1,1057
3,63,1193,6595.45,5,1,900
1,39,398,7109.0,0,1,180
7,69,1753,13618.93,3,1,1100
5,90,1665,22075.17,4,2,1340
5,90,1995,33400.0,4,2,1505
3,83,2494,14156.0,2,2,1470
10,94,1399,11555.0,5,1,1060
2,14,125,4299.0,0,1,153
4,68,1391,10752.11,5,1,955
11,75,1360,13350.0,3,1,1138
12,102,1595,19935.0,5,1,1173
1,100,1596,18430.0,5,1,1297
6,85,1390,16520.0,5,1,1000
6,90,1896,18440.0,4,2,1263
15,90,1360,17020.0,5,1,1182
10,150,1997,30200.0,5,2,1614
5,75,1560,20316.17,5,2,1219
5,75,1997,20460.0,5,2,1595
4,100,1595,16221.32,5,1,1255
2,90,1997,18598.0,5,2,1200
5,55,1272,7987.45,3,1,895
1,100,1896,15150.0,3,2,1142
13,68,1399,16370.0,5,2,1113
27,68,1700,12260.65,3,2,1195
27,90,1597,13480.7,4,1,1085
11,110,1560,22350.0,5,2,1495
3,65,1870,16467.73,5,2,1250
10,71,1905,14793.43,5,2,1106
2,170,2143,49100.01,5,2,1845
20,75,2283,16380.0,6,2,1505
4,110,1997,21110.0,5,2,1421
5,110,1686,17565.0,5,1,1233
15,70,1461,17400.0,4,2,1148
15,70,1896,19889.0,4,2,1290
6,60,1390,9420.24,3,1,995
6,60,1896,23349.32,3,1,1255
2,126,2497,39878.11,4,2,1440
2,126,1970,30160.0,4,2,1420
15,4,49,1899.0,0,1,78
19,60,1390,9824.51,5,1,1020
2,150,1984,28480.0,5,1,1315
4,75,1248,14859.26,4,2,1395
4,75,1493,13703.08,4,2,1120
3,82,1199,17800.0,5,1,1095
2,40,499,8595.0,0,1,197
9,122,2800,22513.91,2,2,1720
9,122,1248,13951.27,2,2,1210
2,156,2953,32490.0,2,2,2137
1,143,1796,32102.58,3,1,1400
4,85,1461,19170.0,3,2,1175
10,95,1390,16470.0,5,1,1235
6,86,1299,13096.05,5,1,980
7,68,1896,12170.5,5,2,1070
10,75,1598,15695.0,5,2,1157
11,94,2299,20315.65,2,2,1600
1,60,1198,12250.0,5,1,1090
1,60,1598,13192.22,5,1,1222
2,100,1686,20670.0,5,2,1305
4,71,798,7950.0,0,1,179
4,71,124,1949.0,0,1,121
1,102,1595,20750.0,4,1,1286
1,96,1399,12490.0,4,1,1064
1,100,1596,16385.0,5,1,1264
1,5,49,1307.0,0,1,83
3,19,249,4699.0,0,1,180
8,90,1896,18440.0,4,2,1263
2,136,1997,23555.0,4,2,1461
1,85,1341,11700.0,5,1,997
1,85,1461,20610.0,5,1,1250
1,71,1905,13967.52,5,2,1035
2,120,2198,28338.31,5,2,1950
7,85,1461,19125.0,5,2,1095
1,136,1951,28451.91,4,2,1450
3,90,1598,26460.0,5,2,1661
1,90,1582,19090.0,5,2,1309
5,60,1389,10310.0,4,1,1065
2,127,2798,23870.0,5,2,1885
2,127,1896,30600.0,5,2,1405
2,127,2488,26356.6,5,2,1680
2,100,1596,15385.91,5,1,1201
5,70,1867,12500.0,5,2,1010
4,150,1991,31282.68,2,1,1440
11,129,1396,17790.0,4,1,1205
11,129,1870,22810.0,4,1,1678
3,80,1461,17920.0,5,2,1095
5,110,1997,22310.0,5,2,1535
2,90,1896,13540.81,5,2,1124
2,125,2299,34122.1,2,2,2005
1,75,1461,11813.18,5,2,1189
1,65,1242,11645.0,3,1,1015
2,110,1997,21053.45,5,2,1361
1,12,125,1695.0,0,1,141
12,136,1199,27900.0,4,2,1270
4,109,1997,19458.2,5,2,1415
1,90,1997,14680.0,3,2,1145
2,100,1686,22520.0,4,2,1329
1,90,1997,17205.0,5,2,1200
6,125,1998,24010.0,5,2,1842
6,115,1984,19154.26,4,1,1230
11,20,239,2860.22,0,1,123
11,20,680,10519.0,0,1,236
11,20,249,3006.0,0,1,142
7,122,1995,18850.0,4,1,1560
7,122,1753,16610.0,4,1,1399
4,59,1086,9100.0,5,1,884
4,59,1560,21600.0,5,1,1205
10,101,1595,14724.8,5,1,1190
4,90,1598,13754.49,5,1,1088
2,150,1999,20765.0,4,1,1271
2,64,1896,12392.59,5,2,1155
2,79,2299,17410.43,4,2,1600
3,140,1364,23420.0,5,1,1445
16,110,1587,18270.0,5,1,1176
4,90,1997,18943.0,5,2,1300
4,110,1968,23265.0,5,2,1297
4,105,1598,22370.01,5,2,1220
9,163,1995,37600.0,4,2,1510
3,100,1461,21510.0,5,2,1340
8,140,2204,23300.0,5,2,1351
2,90,1598,17169.99,5,2,1397
1,140,1968,26640.0,5,2,1276
3,68,1896,11455.29,5,2,1070
1,115,1753,20205.0,5,2,1415
1,120,1910,22290.0,5,2,1335
1,20,448,9322.0,0,1,117
4,110,1197,19080.01,5,2,1213
3,110,1896,21275.0,4,2,1286
1,90,1461,23557.1,5,2,1378
11,105,1896,22000.0,3,2,1251
1,64,1896,10756.24,3,2,1070
1,112,1560,22260.0,5,2,1260
5,70,1398,15500.0,5,2,1184
1,105,1598,22250.0,5,2,1365
5,102,1595,18850.0,3,1,1082
2,140,1364,26450.0,5,1,1355
3,8,82,1355.0,0,1,75
1,150,2324,23259.17,3,1,1317
7,75,1248,13850.0,3,2,1130
6,115,1560,19480.0,5,2,1075
1,130,1499,32000.0,5,2,1492
1,109,1560,18765.0,5,2,1357
3,115,1598,19170.0,5,1,1215
3,115,1686,15460.0,5,1,1065
1,68,1398,16360.0,5,2,1035
5,140,1968,24473.5,5,2,1410
4,70,1422,12597.0,3,2,1106
3,100,1596,16360.0,3,1,1083
1,125,999,22025.0,5,1,1205
10,109,1598,10289.33,3,1,945
1,105,1598,19100.0,5,1,1195
19,120,1870,22810.0,5,2,1430
1,105,1896,21090.0,5,2,1287
1,11,125,3600.06,0,1,137
12,75,1296,8113.66,5,1,890
2,70,1867,12500.0,5,2,1010
4,110,1461,28350.0,5,2,1511
1,75,1390,14120.0,3,1,1025
2,101,2286,28346.48,5,1,1960
4,110,1598,22910.0,5,1,1270
4,110,1560,23750.0,5,2,1318
2,140,1968,30810.0,4,2,1476
17,68,2970,25520.0,0,2,1850
18,100,1870,27630.0,4,2,1906
17,115,1753,20300.0,4,2,1253
1,130,1896,26090.0,5,2,1200
2,80,1461,13100.0,3,2,960
3,100,1461,10535.74,3,1,925
20,140,2499,28818.53,5,2,1834
20,140,1721,11088.67,5,2,965
8,204,2993,45600.0,5,2,1850
10,65,1870,13642.97,5,2,1110
2,105,1896,20700.0,5,2,1250
13,115,1753,19905.0,3,2,1397
12,75,1390,14606.0,5,1,1094
1,75,1753,19100.0,5,2,1521
2,127,2800,20209.63,5,2,1775
5,5,49,1599.0,0,1,81
3,98,1390,16070.0,5,1,1165
20,120,1910,24720.0,5,2,1553
4,90,1905,15743.03,5,2,1152
14,92,4400,42185.0,0,2,4800
5,100,1596,17930.0,5,1,1140
15,92,4400,42185.0,0,2,4800
9,6,49,1501.93,0,1,90
29,120,1910,24720.0,5,2,1553
29,120,1597,14869.04,5,2,1275
2,80,1240,12600.0,5,1,980
3,100,1995,23340.0,4,2,1435
10,140,1968,29100.0,5,2,1655
2,71,1905,13162.17,4,2,1185
2,95,1598,21400.0,5,2,1090
2,95,1997,28345.3,5,2,1732
3,20,325,7374.42,0,1,260
19,40,903,5409.11,3,1,680
14,117,1749,20653.0,5,1,1245
14,117,1560,18350.0,5,1,1302
13,64,1896,12230.0,5,2,1133
13,64,1896,13465.0,5,2,1090
25,75,1974,13450.65,5,2,1225
1,163,2688,39913.62,5,2,1980
15,76,2496,15836.67,5,2,1618
7,85,1461,15550.0,6,2,1389
3,92,4400,42185.0,0,2,4800
6,125,1749,23080.0,5,1,1377
5,160,1896,20860.0,3,2,1215
2,5,49,1778.0,0,1,72
2,60,1390,10816.53,4,1,1050
4,90,1896,14625.0,4,2,1159
3,100,1995,23239.54,5,2,1428
4,71,1560,17470.0,5,2,1165
2,110,1493,16850.0,4,2,1035
6,85,1341,10250.0,5,1,965
9,109,2151,23222.87,5,2,1906
11,70,1248,15320.0,5,2,1250
21,119,6057,52999.0,0,2,5260
20,58,1527,10494.95,3,2,890
15,60,1910,11435.0,5,2,1035
7,68,1700,13402.57,4,2,1095
26,75,1149,9230.0,5,1,941
11,106,2286,28721.2,2,2,1660
7,60,1397,10060.0,5,1,1065
7,60,1197,19340.0,5,1,1236
13,4,49,1401.0,0,1,97
9,110,1896,21520.0,5,2,1204
14,90,1905,15433.99,5,2,1152
14,90,1910,18650.0,5,2,1320
11,105,1896,22610.0,3,2,1389
13,112,1761,17128.84,4,1,1350
27,150,2199,35953.51,4,1,1410
3,105,1461,21700.0,4,2,1240
3,105,1399,14425.0,4,2,1066
19,60,1390,10782.16,5,1,988
5,90,1396,19599.93,5,2,1282
8,60,1753,11347.11,4,2,1030
24,105,1597,15805.0,5,1,1150
5,110,2286,21060.0,2,2,1680
7,64,1896,12455.0,4,2,1135
7,64,1597,14051.66,4,2,1188
18,40,1968,32200.0,3,1,1346
11,140,1968,27390.0,3,2,1340
9,110,1598,18070.0,5,1,1230
5,140,1968,29840.0,5,2,1484
4,197,3222,51823.11,5,2,1780
4,197,1753,13913.43,5,2,1194
23,90,1997,18340.0,5,2,1243
5,6,74,1173.78,0,1,87
1,70,1422,14218.0,5,2,1106
2,60,999,11909.99,5,1,926
4,90,1896,24280.89,4,2,1315
4,90,1461,21100.0,4,2,1205
3,90,1753,19088.14,5,2,1413
2,105,1598,26280.0,4,2,1420
13,120,1910,18650.0,5,2,1320
10,90,1997,18943.0,5,2,1300
13,105,1199,11010.0,5,2,960
17,136,1995,19382.64,5,1,1160
7,70,1968,17410.65,4,2,1494
2,115,1910,18710.0,5,2,1320
1,60,1149,9784.48,5,1,900
15,36,2262,35450.0,0,2,2722
15,36,49,1381.73,0,2,82
2,90,898,19070.0,5,1,1173
3,120,1910,24720.0,5,2,1553
4,476,5439,141750.0,2,1,1955
3,79,2299,21221.98,2,2,1690
17,90,1560,20825.0,5,2,1315
14,70,1248,20020.0,2,2,1273
19,78,2370,13683.86,5,2,1520
1,115,1910,22750.0,5,2,1290
4,105,1896,18009.23,5,2,1250
1,68,1399,13550.0,5,2,1077
17,119,6057,52999.0,0,2,5260
13,58,1527,11080.0,3,2,950
1,90,1598,18085.0,5,2,1082
15,105,1910,14845.0,5,2,1270
1,142,1975,20150.0,5,1,1542
21,75,1360,12302.72,3,1,1075
6,105,1598,18300.0,3,1,1190
1,103,1995,13199.25,5,1,1155
5,100,1896,17338.92,4,2,1171
10,108,1868,19200.0,6,2,1354
10,108,1870,12230.0,6,2,995
19,120,1870,33650.0,5,2,1695
3,105,1598,22050.0,5,2,1365
3,105,1968,29870.0,5,2,1454
4,125,1598,12380.85,4,2,1015
4,125,1598,15900.0,4,2,1272
4,125,1997,16320.0,4,2,1145
4,125,1910,18582.62,4,2,1505
2,100,1998,23410.0,5,2,1725
3,140,1968,30310.0,4,2,1454
2,120,1596,17600.0,3,1,1109
13,60,1124,11550.0,5,1,910
1,22,243,4195.0,0,1,146
1,133,2309,23625.79,4,1,1270
3,114,2184,19267.0,5,2,1555
3,173,2982,52320.0,5,2,1950
1,122,2148,34150.0,4,2,1440
11,100,1995,16850.0,5,2,1325
11,100,1798,23750.0,5,2,1310
1,120,1870,22145.0,4,2,1295
6,65,3199,54512.77,5,2,1530
7,105,1598,19100.0,5,1,1195
5,150,1896,20750.0,5,2,1301
11,65,1870,10307.36,4,2,900
11,65,1868,14890.0,4,2,1185
2,4,49,2460.0,0,1,170
29,80,1422,13497.04,5,2,1131
15,75,1390,12905.0,3,1,1034
2,150,1968,42762.21,5,2,1755
8,80,1388,14850.0,5,1,1197
1,100,1686,19400.0,5,2,1307
4,75,2399,15491.21,5,2,1800
6,60,1995,23340.0,3,1,1450
5,64,1896,12960.0,5,2,1133
15,90,1997,22133.0,5,2,1300
2,60,1390,10830.24,3,1,985
2,60,1997,18676.0,3,1,1300
6,163,1997,33768.67,4,2,1534
24,143,1461,26510.0,5,1,1311
5,105,1598,17600.0,5,1,1190
3,90,1364,19920.0,2,1,1230
2,140,1968,21377.0,5,2,1315
2,140,1398,17610.0,5,2,1070
2,115,1753,21455.0,5,2,1461
7,151,2429,23343.31,5,1,1780
8,60,1299,7903.31,3,1,860
8,60,1248,13650.65,3,1,1029
8,60,1498,10289.33,3,1,1087
5,95,1997,18790.0,2,2,1250
3,110,1560,24400.0,5,2,1424
5,100,2663,23138.97,5,2,1850
2,75,1248,17971.0,4,2,1115
6,80,1870,15220.0,5,2,1140
5,90,1905,15938.84,5,2,1151
6,174,2461,46090.0,5,2,2247
2,90,1896,14270.08,4,2,1170
2,90,1608,781.32,4,2,995
2,60,1391,10451.6,5,1,988
3,112,748,10637.91,0,1,185
2,6,49,2479.0,0,1,90
8,60,1753,7662.9,3,2,815
4,85,2148,27793.6,3,1,1730
3,69,1242,14150.0,5,1,1030
1,130,1870,27600.0,2,2,1430
3,90,1896,15995.0,5,2,1266
7,55,1870,12471.0,5,2,1100
1,82,1995,14911.11,4,2,1320
1,100,1896,19680.0,5,2,1210
2,80,1461,18545.0,3,2,1175
12,95,2148,23084.0,4,2,1745
3,144,2902,29040.0,5,2,2003
4,90,1997,18770.0,5,2,1243
2,5,49,2153.0,0,1,96
3,165,2494,23374.92,2,1,1180
11,85,1461,19300.0,3,2,1175
5,150,1991,31750.0,5,2,1820
5,150,2171,24575.38,5,2,1780
1,75,1242,10559.78,3,1,940
2,13,124,3149.0,0,1,115
3,75,2461,20001.45,5,2,1610
2,102,1598,22513.45,5,1,1070
2,88,1386,15650.0,5,1,1092
7,60,1769,10602.21,4,2,970
5,75,1390,14685.0,5,1,1021
5,112,1761,16549.27,5,1,1115
3,64,1896,11160.51,5,2,1095
3,64,1896,16670.0,5,2,1259
16,140,1968,24230.0,3,2,1281
5,90,1587,14418.28,3,1,1145
2,100,1596,18470.0,5,1,1297
3,130,1998,28040.0,5,2,1512
19,14,125,4299.0,0,1,153
12,70,1299,10550.0,3,1,905
3,105,1896,17120.0,5,2,1125
11,134,1998,26560.0,2,1,1390
2,110,1686,21290.0,5,2,1325
4,72,1150,10165.0,3,1,990
5,170,1149,9796.5,4,2,830
2,90,1998,19440.0,4,2,1485
3,125,1796,20290.0,4,1,1375
2,60,1149,9784.48,5,1,900
1,75,1686,15222.0,4,2,1205
6,15,124,3490.0,0,1,162
8,126,2184,21434.0,4,2,1419
1,6,49,1501.93,0,1,90
4,150,1995,26600.0,5,2,1530
12,130,2179,38710.0,5,2,1708
5,69,1242,10915.0,3,1,865
4,140,1895,28596.16,2,1,1275
2,15,125,3099.0,0,1,188
1,69,1242,13350.0,5,1,1030
3,130,1997,28800.0,4,2,1517
2,150,1896,23135.0,4,2,1326
2,100,1686,20810.0,5,2,1305
9,100,1896,23220.0,4,2,1361
5,90,1560,20825.0,5,2,1315
2,75,1390,11467.31,5,1,1028
5,71,1905,13312.42,3,2,1155
1,66,998,10700.0,5,1,933
4,110,1997,22560.0,5,2,1563
3,272,3498,64200.0,4,1,1655
9,116,2953,18862.12,2,2,1820
1,110,1598,26069.99,5,2,1326
6,70,1398,14067.0,5,2,947
5,105,1870,18090.0,5,2,1290
9,100,1198,19500.0,3,1,1205
1,95,1390,15385.91,2,1,1045
5,85,1461,15580.0,5,2,1195
3,90,1396,13282.37,3,1,1040
13,45,1196,9706.35,3,1,845
13,45,1995,16240.0,3,1,1203
9,100,1870,19300.0,5,2,1320
5,150,1395,31570.0,5,1,1375
3,105,1598,19290.0,5,1,1057
3,70,1422,13180.0,5,2,1089
2,110,1997,20807.04,5,2,1361
3,11,108,2289.0,0,1,100
3,122,1595,26430.0,5,1,1295
3,90,1598,16950.01,5,2,1170
19,60,1124,8642.55,3,1,815
3,150,2496,7362.4,4,1,1440
2,100,1598,17150.0,5,1,1375
4,116,1197,21559.78,5,1,1190
3,75,1753,19100.0,5,2,1521
1,150,1995,33327.65,5,2,1410
2,70,1299,12080.0,5,1,1037
8,64,1896,11160.51,5,2,1095
3,90,1896,17350.0,4,2,1365
7,140,2461,35140.0,4,2,1489
2,150,1998,28400.0,5,1,1345
2,90,1587,12140.44,5,1,1060
2,126,1998,18425.83,5,1,1190
3,90,1587,12140.44,5,1,1060
9,150,2148,44737.2,4,2,1535
6,140,2316,21756.64,5,1,1344
4,90,1753,13913.43,5,2,1194
1,306,2979,64700.0,2,1,1735
5,110,1587,19760.0,5,1,1360
3,136,1997,25980.0,5,2,1486
5,85,1998,20410.0,5,2,1655
3,72,1199,14529.99,4,1,1055
1,109,2461,26405.08,5,2,2067
2,163,505,10900.0,4,2,350
3,90,1896,17350.0,5,2,1365
6,95,1997,20910.0,5,2,1508
6,70,1867,12500.0,5,2,1010
2,90,1360,14550.0,5,1,1038
2,14,152,3465.0,0,1,149
2,46,535,5763.71,0,1,182
2,192,2494,38146.24,2,1,1525
22,120,1598,19970.0,5,1,1340
4,84,1248,18050.01,5,1,1145
1,81,1493,12500.0,5,2,1129
1,81,1896,17070.0,5,2,1270
11,102,1595,16310.0,5,1,1205
2,75,1360,14792.0,5,1,1014
11,140,1991,29400.0,5,2,1685
2,92,1560,19190.0,5,2,1182
2,218,3199,49100.0,5,1,2170
2,218,1598,18870.0,5,1,1170
1,115,1598,21090.0,3,1,1184
2,90,1461,20895.01,5,2,1320
6,30,602,3230.57,4,1,590
6,140,1968,26720.0,4,2,1454
3,70,1399,14600.0,3,2,1012
5,112,1991,16210.0,4,2,1335
9,90,1395,31570.0,3,2,1375
2,142,1975,20950.0,5,1,1462
2,129,1990,18571.27,4,1,1145
2,129,4966,67100.0,4,1,1585
3,9,123,1254.31,0,1,95
7,110,1461,25900.0,5,2,1461
3,138,1997,20560.0,4,1,1425
17,65,1870,11810.0,3,2,975
17,65,1995,33000.0,3,2,1360
5,102,1560,20432.1,4,2,1289
4,82,1199,17200.0,5,1,1083
4,75,1974,16022.98,3,1,1190
3,75,1753,16410.0,5,2,1397
2,120,1598,21700.0,5,1,1430
3,110,1896,19035.0,4,2,1286
1,75,1422,14240.0,5,2,1135
8,90,1997,15761.24,5,2,1185
1,143,2148,36639.2,4,2,1445
7,102,2148,22063.2,4,2,1690
7,165,2696,33980.0,5,2,1986
1,90,1598,18650.0,3,2,1082
5,85,1461,19670.0,5,2,1195
12,92,1560,21300.01,5,2,1090
3,11,198,1802.44,0,1,112
2,115,1910,24150.0,5,2,1355
14,105,1598,23827.01,5,2,1505
8,66,1086,11150.0,5,1,975
1,100,1870,22810.0,5,2,1678
2,100,1870,24050.0,5,2,1781
1,110,1560,23080.0,5,2,1425
2,75,1390,12655.0,4,1,1090
6,65,1242,11645.0,3,1,1015
4,105,1398,16360.0,5,2,1035
4,105,2477,26486.6,5,2,1910
4,15,124,3020.0,0,1,162
4,115,1498,32250.0,5,2,1614
1,60,1124,9784.0,5,1,825
2,100,1896,16566.0,5,2,1165
4,90,1598,16950.01,5,2,1170
2,90,1753,16440.0,4,2,1280
9,102,1595,23810.0,5,1,1245
8,102,1595,16310.0,5,1,1205
2,75,1149,12600.0,5,1,940
18,60,1149,10810.0,3,1,880
2,80,2496,21035.42,5,2,1650
1,136,1997,25950.0,5,2,1620
18,90,1587,12933.78,4,1,1175
2,78,1246,13300.0,5,1,1067
3,115,1753,19670.0,5,2,1218
8,140,1968,28350.0,5,2,1380
3,112,1951,24350.0,3,2,1480
2,140,1968,27500.0,3,2,1340
4,75,1390,12046.0,5,1,1057
2,64,1868,14709.0,4,2,1155
2,66,1086,11150.0,5,1,975
8,60,1390,9420.24,3,1,995
5,100,1910,14635.0,5,2,1320
2,150,1910,24055.0,3,2,1330
1,90,1997,17538.0,5,2,1265
1,150,1896,20750.0,5,2,1301
7,71,1997,18875.39,4,2,1415
1,150,1968,34393.96,5,2,1492
6,90,1896,18058.75,5,2,1150
5,150,1998,19977.64,4,1,1245
1,100,2463,27495.0,5,2,1887
2,98,1390,16070.0,5,1,1165
12,140,2499,28818.53,5,2,1834
5,115,1685,27385.01,5,2,1415
4,105,1896,16070.0,5,2,1170
1,67,1202,11850.0,0,1,260
3,140,1968,34420.0,5,2,1590
2,70,1422,14862.0,5,2,1131
2,120,1870,25985.0,2,2,1425
2,105,1598,24080.0,5,2,1220
2,100,1896,21330.0,5,2,1210
2,64,1896,13465.0,3,2,1090
3,70,1398,16270.0,5,2,1022
3,115,1984,26250.0,3,1,1246
4,115,2477,21237.0,3,2,1625
3,163,1998,19925.0,4,2,1460
2,12,125,2789.0,0,1,120
3,130,1956,25800.0,5,2,1538
3,130,1598,29910.0,5,2,1415
7,65,1870,15145.51,5,2,1250
1,90,1461,17950.0,5,2,1071
6,185,2496,15836.67,5,2,1618
1,136,1995,31400.0,5,2,1430
5,60,1124,10635.0,3,1,805
4,110,1997,21385.0,3,2,1339
4,58,1527,10915.66,5,2,910
1,112,1560,26390.0,5,2,1455
3,90,1896,22100.0,3,2,1251
5,75,1390,9416.0,4,1,1050
3,75,1360,13680.0,5,1,1025
3,60,1686,10950.44,3,2,1025
6,133,2488,24107.0,4,2,1830
1,120,1910,23870.0,3,2,1333
3,110,1896,17768.36,5,2,1170
3,75,1124,15120.0,5,1,965
1,115,1996,29883.37,5,2,1748
6,130,1984,29200.0,5,1,1365
1,140,1968,26470.0,4,2,1454
6,80,1390,12380.0,5,1,1021
2,69,1242,12900.0,3,1,865
2,69,1984,36352.2,3,1,1646
9,110,1997,21385.0,3,2,1339
4,100,1870,17369.25,5,2,1210
2,90,1364,15450.0,5,2,980
14,68,1896,12170.5,5,2,1070
2,105,1461,25300.0,5,2,1490
2,115,1598,21090.0,3,1,1184
9,75,1390,14606.0,5,1,1094
22,125,2172,24729.44,5,2,1475
5,58,1527,11585.0,3,2,880
17,86,1498,11500.0,3,1,1011
2,20,250,2900.0,0,1,130
6,4,49,1899.0,0,1,78
2,55,638,10499.0,0,1,270
2,90,1896,18550.0,5,2,1290
1,120,1870,26260.0,5,2,1350
1,147,2198,22589.27,4,1,1380
2,70,1198,13735.0,3,1,1049
1,75,1390,15220.0,4,1,1018
19,90,1868,12200.0,5,2,1010
3,82,1199,13090.0,5,1,865
6,105,1598,17560.0,5,1,1272
1,105,1896,26250.0,3,2,1280
6,120,1560,23700.0,5,2,1275
3,90,1461,12530.97,5,2,1205
14,86,1997,18060.0,5,2,1665
14,86,1896,21520.0,5,2,1204
1,70,1398,16620.0,5,2,1184
8,90,1582,18311.0,5,2,1292
1,110,1582,23775.0,5,2,1263
4,100,1896,14977.92,4,2,1171
2,55,1560,20100.0,5,1,1282
2,55,1968,39452.38,5,1,1575
5,136,1997,26740.0,4,2,1505
1,92,1398,14570.0,5,2,1072
1,92,1199,21500.01,5,2,1155
4,105,1596,17700.0,5,1,1195
2,10,125,2395.0,0,1,141
5,100,1910,26150.0,4,2,1430
2,116,1995,27000.0,5,2,1310
6,140,2204,28400.0,4,2,1428
2,90,1560,18473.1,5,2,1182
1,140,1997,27600.0,5,2,1614
2,125,1991,19340.0,4,2,1427
1,75,999,13290.0,5,1,1043
2,60,1389,8900.99,3,1,970
3,65,1461,15100.0,5,2,1030
3,85,1461,15100.0,5,2,1100
2,114,1560,27450.0,5,2,1390
1,7,49,2299.0,0,1,91
2,150,1910,34055.0,4,2,1495
7,90,1997,18340.0,5,2,1243
4,125,1781,23510.0,3,1,1160
4,125,1198,14750.0,3,1,910
4,125,1598,11199.3,3,1,1200
1,60,1124,10038.52,5,1,825
1,60,1398,14067.0,5,1,947
3,90,1560,18090.0,5,2,1357
11,90,1360,13410.0,3,1,1038
2,96,806,7350.0,0,1,226
5,90,1896,18415.01,5,2,1309
1,110,1896,16670.0,5,2,1259
2,68,1896,11034.58,3,2,1042
5,109,1560,18765.0,5,2,1357
2,112,1991,18932.0,5,2,1474
3,100,1499,21090.0,6,2,1657
3,100,1461,17750.0,6,2,1071
3,80,1422,14752.29,5,2,1131
1,90,1997,18340.0,5,2,1243
2,130,1984,27330.0,4,1,1310
2,75,1248,15070.0,5,2,1160
3,12,125,2999.0,0,1,155
3,70,1422,14862.0,5,2,1131
2,295,1998,49700.0,4,1,1560
2,295,3999,76850.0,4,1,1580
2,100,1686,20410.0,5,2,1305
3,80,1686,17970.0,5,2,1275
4,110,1560,21080.0,3,2,1194
5,114,2184,19267.0,5,2,1555
3,109,1560,19010.0,5,2,1350
3,115,1598,17900.0,3,1,1075
1,90,1461,19500.0,5,2,1071
1,70,1398,13930.0,3,2,1130
8,90,1360,17610.0,3,1,1158
7,115,1582,22100.0,5,2,1309
8,129,1995,30000.0,4,1,1360
2,125,999,20875.0,5,1,1205
1,110,1461,22960.0,5,2,1265
11,15,124,4974.0,0,1,115
8,105,1461,19670.0,5,2,1205
8,110,1896,23439.47,3,2,1255
5,75,1390,14570.0,5,1,1065
1,71,1905,14793.43,5,2,1106
10,70,1398,13580.0,5,2,1130
10,70,1598,27500.0,5,2,1415
3,98,600,7699.0,0,1,187
11,75,1390,13326.0,5,1,1094
3,100,1896,16179.95,5,2,1169
4,110,1560,22390.0,5,2,1293
2,110,1686,19990.0,5,2,1325
11,90,1496,21900.0,5,2,1205
11,90,1598,18350.01,5,2,1320
11,90,1398,14420.0,5,2,1022
3,65,1870,9886.65,5,2,915
8,110,1686,22520.0,5,2,1329
5,106,242,4549.0,0,1,88
10,105,1910,16870.0,5,2,1410
10,105,1997,40980.0,5,2,1942
9,106,1598,19100.0,3,1,1195
5,60,1124,11110.0,3,1,910
5,60,1968,28220.0,3,1,1380
4,94,1399,14050.0,4,1,1047
2,70,1868,12620.0,5,2,1010
2,70,1560,23350.0,5,2,1160
8,90,1560,20060.0,3,2,1293
12,75,1360,11470.0,3,1,950
4,120,1870,10637.91,3,1,995
9,105,1598,22800.0,5,2,1450
1,120,1910,27050.0,4,2,1430
9,110,1910,26790.0,2,1,1448
14,84,1598,13754.49,3,1,1088
8,136,1149,11530.0,5,2,930
15,90,1896,19035.0,5,2,1286
9,120,1199,19400.01,5,1,1227
5,105,1896,26510.0,3,2,1280
5,80,1461,14000.0,3,2,975
9,120,1910,24720.0,5,2,1553
1,122,1796,22910.0,5,1,1335
1,95,1248,18320.01,4,2,1260
8,105,1461,21870.0,3,2,1205
8,140,1968,31610.0,4,2,1430
4,92,1560,22720.0,6,2,1320
3,60,1390,9824.51,5,1,1020
3,60,1422,15855.0,5,1,1089
5,124,1998,26000.0,5,2,1530
8,90,898,15400.0,5,1,1009
8,90,1397,3837.5,5,1,830
3,92,1560,22040.0,5,2,1125
7,70,1398,15635.0,5,2,1022
10,100,1896,19680.0,5,2,1210
10,100,796,7500.0,5,2,835
3,90,898,16100.01,5,1,1009
1,52,1196,6322.65,3,1,723
3,100,1896,15785.0,3,2,1142
2,131,1591,26545.0,5,1,1379
11,90,1896,18590.0,3,2,1199
2,102,1595,20804.47,5,1,1320
11,110,1997,26943.37,5,2,1595
4,110,1598,30610.79,4,2,1365
11,105,1197,19650.0,5,1,1275
8,105,1896,18009.23,5,2,1250
